epoch,auc,loss,lr,precision,recall,recall_1,val_auc,val_loss,val_precision,val_recall,val_recall_1
0,0.8165431022644043,0.02932298555970192,3.3333334e-05,0.7623139023780823,0.2604065239429474,0.4316711723804474,0.8162538409233093,0.029336722567677498,0.761975109577179,0.25984999537467957,0.4314206540584564
