epoch,auc,loss,precision,recall,recall_1,val_auc,val_loss,val_precision,val_recall,val_recall_1
0,0.9782629609107971,0.033686839044094086,0.5129058361053467,0.6032225489616394,0.8219398856163025,0.9888412356376648,0.013726560398936272,0.48545268177986145,0.7351760864257812,0.8960043787956238
1,0.9788020849227905,0.03343008831143379,0.5164257287979126,0.6057770848274231,0.8218103647232056,0.9885732531547546,0.013722578063607216,0.4883650243282318,0.7332603335380554,0.8948184847831726
2,0.9788670539855957,0.03334676846861839,0.5132125020027161,0.6037944555282593,0.8216936588287354,0.9887174963951111,0.013749178498983383,0.4799288511276245,0.7383689284324646,0.8955482840538025
3,0.9780057668685913,0.03345358744263649,0.5112141370773315,0.6020739078521729,0.8188466429710388,0.988088846206665,0.01351393386721611,0.49763357639312744,0.7289727926254272,0.8897098898887634
4,0.9779748320579529,0.0338127575814724,0.5112698078155518,0.6059838533401489,0.8228992223739624,0.9886757731437683,0.013609695248305798,0.4883509874343872,0.736179530620575,0.8956394791603088
5,0.979218065738678,0.03352735936641693,0.5160965919494629,0.6118643879890442,0.8264329433441162,0.9881139397621155,0.013592921197414398,0.4915306270122528,0.7306148409843445,0.8900747895240784
6,0.9783007502555847,0.03410428389906883,0.5144810080528259,0.603307843208313,0.822287917137146,0.9884125590324402,0.01361755933612585,0.4857074022293091,0.7362707257270813,0.8916256427764893
7,0.978714644908905,0.03403465077280998,0.5135357975959778,0.6054655909538269,0.8248301148414612,0.9884187579154968,0.013535499572753906,0.49581965804100037,0.7303411960601807,0.8898923397064209
8,0.9795253872871399,0.032771822065114975,0.521149218082428,0.6143288612365723,0.8263989090919495,0.9885203838348389,0.013561592437326908,0.4941624701023102,0.7336252331733704,0.8917168378829956
9,0.9785472750663757,0.033647969365119934,0.511390209197998,0.5989075899124146,0.8205771446228027,0.98915696144104,0.013705619610846043,0.4778625965118408,0.7423827648162842,0.8993796706199646
10,0.9785476326942444,0.033332373946905136,0.5123571753501892,0.6068896651268005,0.8244129419326782,0.9891905784606934,0.013659890741109848,0.4786118268966675,0.7410144209861755,0.8989235758781433
11,0.9788559079170227,0.03376980870962143,0.5140340924263,0.6129587888717651,0.825513482093811,0.9890403151512146,0.013654203154146671,0.4812132716178894,0.7395548224449158,0.8967341780662537
12,0.9783015847206116,0.033920109272003174,0.5144997239112854,0.6027306914329529,0.8198190331459045,0.9885615706443787,0.01356078963726759,0.48907583951950073,0.7371829748153687,0.8935413360595703
13,0.9786657094955444,0.033810053020715714,0.5162463188171387,0.6080042719841003,0.8263828754425049,0.9888968467712402,0.013599913567304611,0.48424702882766724,0.738916277885437,0.8960043787956238
14,0.978959321975708,0.033518385142087936,0.5118772983551025,0.6061756014823914,0.8266177177429199,0.9889780879020691,0.013684847392141819,0.4824712872505188,0.7394636273384094,0.8981937766075134
