epoch,c_auc,c_precision,c_recall,c_recall_1,loss,val_c_auc,val_c_precision,val_c_recall,val_c_recall_1,val_loss
0,0.9909303188323975,0.05522092804312706,0.9416588544845581,0.9895533919334412,0.21013423800468445,0.9826919436454773,0.11684277653694153,0.8247508406639099,0.9315614700317383,0.3460751175880432
1,0.9912057518959045,0.05570065230131149,0.9415684342384338,0.9895585179328918,0.20862777531147003,0.9883113503456116,0.07325825840234756,0.9088039994239807,0.9661129713058472,0.23936958611011505
2,0.9911843538284302,0.05712973326444626,0.9421824216842651,0.9888759255409241,0.20854899287223816,0.9858877062797546,0.060853514820337296,0.9036544561386108,0.9672757387161255,0.2567325830459595
3,0.9909822940826416,0.0550471730530262,0.9429366588592529,0.98859041929245,0.2127263844013214,0.9805449843406677,0.08821426331996918,0.8606312274932861,0.9398671388626099,0.3354758024215698
4,0.9915082454681396,0.058415722101926804,0.9410462379455566,0.9899962544441223,0.20568455755710602,0.987517237663269,0.031945426017045975,0.9521594643592834,0.989700973033905,0.2497866451740265
5,0.9910159111022949,0.05621834844350815,0.9408987164497375,0.9893446564674377,0.2106042504310608,0.9781470894813538,0.07553724199533463,0.8524916768074036,0.9373754262924194,0.34222209453582764
6,0.9908331036567688,0.05498404800891876,0.9401623010635376,0.9891684055328369,0.21247956156730652,0.9850656986236572,0.057865168899297714,0.9068106412887573,0.9669435024261475,0.25653910636901855
7,0.9909365773200989,0.05653170868754387,0.939884603023529,0.9880082607269287,0.20715893805027008,0.9783280491828918,0.0728183165192604,0.8647840619087219,0.9423587918281555,0.2937163710594177
8,0.9908082485198975,0.056274715811014175,0.9377150535583496,0.9876341223716736,0.2105351835489273,0.9294106364250183,0.11370205134153366,0.6730896830558777,0.7887043356895447,0.6549791097640991
9,0.991442859172821,0.05811423063278198,0.9435667991638184,0.9884099364280701,0.20367489755153656,0.9582552909851074,0.09921568632125854,0.7564784288406372,0.8671096563339233,0.5158106684684753
10,0.9911397099494934,0.05684661865234375,0.9415202140808105,0.9889194369316101,0.20818161964416504,0.9685463905334473,0.09090909361839294,0.790531575679779,0.90548175573349,0.3810760974884033
11,0.9917653799057007,0.057933658361434937,0.9444435834884644,0.9890372157096863,0.20035091042518616,0.9846913814544678,0.04697808250784874,0.9107973575592041,0.9722591638565063,0.2667659521102905
12,0.9921123385429382,0.0594053640961647,0.94533371925354,0.9897760152816772,0.19718576967716217,0.9840586185455322,0.05623259395360947,0.9021594524383545,0.9634551405906677,0.2564021646976471
13,0.9912278652191162,0.05570088326931,0.942885160446167,0.988536536693573,0.20530979335308075,0.9832311868667603,0.05048999562859535,0.9003322124481201,0.9642857313156128,0.2652702033519745
14,0.9918782114982605,0.05941443145275116,0.945750892162323,0.9893502593040466,0.19990380108356476,0.9794213771820068,0.05554242804646492,0.8980066180229187,0.9554817080497742,0.2742094099521637
15,0.9909502267837524,0.055608030408620834,0.9397717118263245,0.9879574775695801,0.20591098070144653,0.9837057590484619,0.05186830833554268,0.9036544561386108,0.9667773842811584,0.2716021239757538
16,0.9918721914291382,0.05796021595597267,0.9447920322418213,0.9900026917457581,0.19813919067382812,0.9867062568664551,0.06116903945803642,0.8975083231925964,0.9712624549865723,0.2593958377838135
17,0.9913548231124878,0.058880168944597244,0.9426459670066833,0.9893453121185303,0.20707827806472778,0.9844096302986145,0.026321478188037872,0.9504983425140381,0.9893687963485718,0.2762712240219116
18,0.9912979602813721,0.05702287703752518,0.9456719160079956,0.9896953701972961,0.20848801732063293,0.9860355257987976,0.04732229560613632,0.9157807230949402,0.9757475256919861,0.24639850854873657
19,0.9913103580474854,0.05439015477895737,0.9449248313903809,0.9903969168663025,0.2094336599111557,0.9771673083305359,0.036576565355062485,0.8840531706809998,0.9679402112960815,0.30531856417655945
20,0.9913643598556519,0.05701449513435364,0.9412078857421875,0.9881472587585449,0.20446977019309998,0.9834348559379578,0.039695098996162415,0.9126245975494385,0.9760797619819641,0.26475587487220764
21,0.9915854334831238,0.056399039924144745,0.9452353119850159,0.9895205497741699,0.2010377198457718,0.9787912368774414,0.06493829190731049,0.8687707781791687,0.9460132718086243,0.3112385869026184
22,0.9914960265159607,0.05854152515530586,0.9431570172309875,0.9901315569877625,0.21096807718276978,0.9869025945663452,0.05974642559885979,0.919767439365387,0.9727574586868286,0.2363184690475464
23,0.9913016557693481,0.05778353661298752,0.9423294067382812,0.9892864227294922,0.20575135946273804,0.9840960502624512,0.03972960263490677,0.9225913882255554,0.9790697693824768,0.26027679443359375
24,0.9915373921394348,0.05666213482618332,0.9449551105499268,0.989413857460022,0.20331451296806335,0.9855045080184937,0.03789251670241356,0.9308969974517822,0.9832226037979126,0.2540684640407562
25,0.9916741251945496,0.05713064968585968,0.9446000456809998,0.9893637299537659,0.20410990715026855,0.9829039573669434,0.03835935890674591,0.9186046719551086,0.974916934967041,0.27205467224121094
26,0.9913811087608337,0.05787748098373413,0.9438208937644958,0.9892383813858032,0.20428621768951416,0.983998715877533,0.03680945187807083,0.9284053444862366,0.9795681238174438,0.2587085962295532
27,0.9917753338813782,0.05721462145447731,0.9448880553245544,0.9897698163986206,0.198763906955719,0.9885820150375366,0.040245749056339264,0.9445182681083679,0.985548198223114,0.22844554483890533
