epoch,c_auc,c_precision,c_recall,c_recall_1,loss,val_c_auc,val_c_precision,val_c_recall,val_c_recall_1,val_loss
0,0.9991897344589233,0.19006329774856567,0.9783474802970886,0.9942804574966431,0.0416262187063694,0.9988729953765869,0.21788321435451508,0.9835255146026611,0.9967051148414612,0.06713738292455673
1,0.9992813467979431,0.2070949822664261,0.9820950031280518,0.9955955743789673,0.03910631686449051,0.9986780881881714,0.22316314280033112,0.9840747117996216,0.9967051148414612,0.06363106518983841
2,0.9993923902511597,0.20234423875808716,0.9844127893447876,0.9967082738876343,0.03789101168513298,0.9987146854400635,0.25744712352752686,0.9824272394180298,0.9934102296829224,0.06229410693049431
3,0.9994842410087585,0.2183387726545334,0.982917070388794,0.9953047037124634,0.03608030080795288,0.9987735748291016,0.2260541170835495,0.9862712621688843,0.9967051148414612,0.059358689934015274
4,0.9992161989212036,0.19171105325222015,0.9806367754936218,0.9949096441268921,0.04141837731003761,0.9987714886665344,0.21697773039340973,0.9895661473274231,0.9978033900260925,0.05908378213644028
5,0.9991574883460999,0.19780109822750092,0.9848439693450928,0.9967095255851746,0.039363082498311996,0.9982353448867798,0.1651376187801361,0.9884678721427917,0.9945085048675537,0.07226980477571487
6,0.9991934895515442,0.1762499362230301,0.9777822494506836,0.994973361492157,0.04402951896190643,0.9983458518981934,0.19659340381622314,0.9824272394180298,0.9961559772491455,0.06670249253511429
7,0.9993390440940857,0.17854179441928864,0.9799192547798157,0.9959631562232971,0.0419449508190155,0.998757541179657,0.20425191521644592,0.9813289642333984,0.9950576424598694,0.06860104203224182
8,0.9991149306297302,0.18293870985507965,0.9815659523010254,0.9949638843536377,0.04490426182746887,0.9988406896591187,0.1685551106929779,0.9884678721427917,0.9967051148414612,0.06764332205057144
9,0.999277651309967,0.1909620761871338,0.9820562601089478,0.9952473044395447,0.04092659801244736,0.9986572265625,0.22304044663906097,0.9813289642333984,0.9961559772491455,0.0662861317396164
10,0.9992406368255615,0.18954627215862274,0.9805604219436646,0.9950367212295532,0.04055014252662659,0.9987143278121948,0.2266296148300171,0.9851729869842529,0.9961559772491455,0.06283403187990189
11,0.999514639377594,0.2066190391778946,0.9838903546333313,0.9958975315093994,0.03710396587848663,0.9987608790397644,0.26258623600006104,0.9824272394180298,0.9972542524337769,0.06147531419992447
12,0.999286949634552,0.20347629487514496,0.9831836223602295,0.9960825443267822,0.041166752576828,0.9987223744392395,0.23556430637836456,0.9857221245765686,0.9961559772491455,0.06065792217850685
13,0.999454140663147,0.21297334134578705,0.9826358556747437,0.9959028363227844,0.038494691252708435,0.9987215399742126,0.22734761238098145,0.9851729869842529,0.9972542524337769,0.059738293290138245
14,0.9985211491584778,0.19356568157672882,0.9814381003379822,0.9937189221382141,0.04767420515418053,0.998710036277771,0.22251147031784058,0.9857221245765686,0.9972542524337769,0.06002218648791313
15,0.9990274310112,0.19686929881572723,0.9840629696846008,0.9958717226982117,0.039718616753816605,0.9987362027168274,0.23628190159797668,0.9813289642333984,0.9972542524337769,0.06202000752091408
16,0.9991496801376343,0.17785899341106415,0.9794765114784241,0.9947451949119568,0.043619103729724884,0.9987078905105591,0.23423777520656586,0.9813289642333984,0.9978033900260925,0.06384879350662231
17,0.9992896914482117,0.1960311084985733,0.9798259735107422,0.9957476258277893,0.039805956184864044,0.9986388683319092,0.1708638221025467,0.9873695969581604,0.9983525276184082,0.06579133868217468
18,0.9990550875663757,0.19085700809955597,0.9801185131072998,0.9951802492141724,0.04073382541537285,0.9985473155975342,0.21507975459098816,0.9774848818778992,0.9967051148414612,0.0690787136554718
19,0.9988428950309753,0.17632074654102325,0.9774264097213745,0.99443119764328,0.04357209801673889,0.9986083507537842,0.19217196106910706,0.9868203997612,0.9972542524337769,0.06507558375597
20,0.9993717670440674,0.18823039531707764,0.9847415685653687,0.9964708089828491,0.03841352462768555,0.9986488223075867,0.2436562031507492,0.980779767036438,0.9950576424598694,0.06541258096694946
21,0.9992064237594604,0.18415863811969757,0.9793218374252319,0.9950999617576599,0.04370652139186859,0.9986249804496765,0.22561129927635193,0.9829763770103455,0.9945085048675537,0.06583946943283081
22,0.9991374015808105,0.18667301535606384,0.9816547632217407,0.9947187900543213,0.04301430657505989,0.998898446559906,0.23032332956790924,0.9818781018257141,0.9950576424598694,0.0644988864660263
23,0.9993360638618469,0.1915234923362732,0.9828423857688904,0.9964296221733093,0.04057123139500618,0.9986588954925537,0.2440224140882492,0.980779767036438,0.9945085048675537,0.06370005756616592
