epoch,c_auc,c_precision,c_recall,c_recall_1,loss,val_c_auc,val_c_precision,val_c_recall,val_c_recall_1,val_loss
0,0.8610660433769226,0.008950557559728622,0.7634280920028687,0.9818506836891174,0.7254945635795593,0.8198190331459045,0.0107266865670681,0.05747508257627487,0.9878737330436707,0.7844803333282471
1,0.9101876020431519,0.012234876863658428,0.8174245357513428,0.98381507396698,0.5959124565124512,0.7988842725753784,0.0,0.0,0.960631251335144,0.9166654348373413
2,0.9241758584976196,0.013688798993825912,0.8421732187271118,0.9832771420478821,0.5521767139434814,0.8026764988899231,0.0,0.0,0.9157807230949402,0.9745161533355713
3,0.9384904503822327,0.01572353020310402,0.8651891350746155,0.9851219654083252,0.4946221113204956,0.8053101301193237,0.0,0.0,0.905149519443512,0.9961206912994385
4,0.9462465643882751,0.016769083216786385,0.8751335740089417,0.9853838086128235,0.4670640826225281,0.8115052580833435,0.0,0.0,0.8634551763534546,1.0323307514190674
5,0.952597439289093,0.018795359879732132,0.8812490105628967,0.9855000972747803,0.44152331352233887,0.7919634580612183,0.0,0.0,0.9269102811813354,0.9778775572776794
6,0.956469714641571,0.019752005115151405,0.8880738019943237,0.9860267043113708,0.4251312017440796,0.8154876232147217,0.0,0.0,0.9714285731315613,0.8913928270339966
7,0.9585034251213074,0.020714476704597473,0.8948310613632202,0.9860765933990479,0.4160038232803345,0.8189540505409241,0.0,0.0,0.9765780568122864,0.875115692615509
8,0.9594094753265381,0.020894812420010567,0.8954964876174927,0.9860349893569946,0.4153786301612854,0.8142643570899963,0.0,0.0,0.9420265555381775,0.9409606456756592
9,0.9635462164878845,0.021963512524962425,0.9022610187530518,0.9869825839996338,0.38984113931655884,0.8275439739227295,0.0,0.0,0.9322259426116943,0.8731862902641296
10,0.9654087424278259,0.02293592505156994,0.9050345420837402,0.9862537384033203,0.3757835328578949,0.822215735912323,0.0,0.0,0.9435216188430786,0.9053087830543518
11,0.9661471843719482,0.02316008321940899,0.9044687151908875,0.9872811436653137,0.3763638436794281,0.8017740845680237,0.0,0.0,0.9571428298950195,0.9236681461334229
12,0.9642302393913269,0.022411774843931198,0.9031669497489929,0.9866458773612976,0.38546037673950195,0.7882291674613953,0.0,0.0,0.8712624311447144,1.029085636138916
13,0.9680471420288086,0.02388482354581356,0.9115272164344788,0.9875635504722595,0.36583250761032104,0.8001141548156738,0.0,0.0,0.9715946912765503,0.9218382239341736
14,0.9699275493621826,0.024691203609108925,0.9088528752326965,0.9877973198890686,0.3519175052642822,0.7960009574890137,0.0,0.0,0.9056478142738342,0.9996969103813171
15,0.9687371253967285,0.025071607902646065,0.9111273884773254,0.9874449968338013,0.36432385444641113,0.8113358616828918,0.0,0.0,0.9174418449401855,1.0020025968551636
16,0.9707171320915222,0.025319237262010574,0.9145715236663818,0.9877607226371765,0.3520156741142273,0.8184863924980164,0.0,0.0,0.9556478261947632,0.9078152775764465
17,0.9705979228019714,0.02617250755429268,0.9117514491081238,0.9879183769226074,0.35895317792892456,0.7831798195838928,0.0163560900837183,0.03338870406150818,0.9724252223968506,0.8868905305862427
18,0.9722825288772583,0.026489349082112312,0.9131700992584229,0.9878730773925781,0.3475148379802704,0.7937355637550354,0.0,0.0,0.9642857313156128,0.9265777468681335
19,0.97319096326828,0.026466108858585358,0.9205297827720642,0.9888091683387756,0.33740130066871643,0.7710251808166504,0.0,0.0,0.829900324344635,1.0197385549545288
20,0.9749457240104675,0.027682343497872353,0.9179248809814453,0.9880574941635132,0.32222092151641846,0.7885196805000305,0.0,0.0,0.8780730962753296,1.0202040672302246
21,0.9755594730377197,0.028047524392604828,0.9156909584999084,0.9880533218383789,0.31981542706489563,0.7987667322158813,0.008540836162865162,0.0451827235519886,0.9725913405418396,0.8471853137016296
22,0.9743348360061646,0.027734674513339996,0.9203968048095703,0.9879302382469177,0.33505895733833313,0.7699552178382874,0.0,0.0,0.9073089957237244,0.9868810772895813
23,0.9747722744941711,0.02865556813776493,0.9179844260215759,0.9882898926734924,0.33148375153541565,0.847536563873291,0.0468914657831192,0.014784052968025208,0.9463455080986023,0.8653339147567749
24,0.9755347371101379,0.028317414224147797,0.9159910678863525,0.9879738688468933,0.321391761302948,0.8279079794883728,0.017889702692627907,0.17275747656822205,0.9868770837783813,0.7874140739440918
25,0.9748731255531311,0.028419647365808487,0.9166333675384521,0.9874189496040344,0.3266402781009674,0.8442122340202332,0.025402585044503212,0.055813953280448914,0.9669435024261475,0.838857889175415
26,0.9765476584434509,0.029126014560461044,0.9183682799339294,0.9877575635910034,0.31899386644363403,0.8559410572052002,0.0294685997068882,0.12159468233585358,0.9717608094215393,0.8143258690834045
27,0.9771347045898438,0.029840579256415367,0.9240490794181824,0.9874232411384583,0.31362637877464294,0.8506621718406677,0.032406289130449295,0.15581394731998444,0.9363787174224854,0.8143081665039062
28,0.976984977722168,0.02936490811407566,0.923839807510376,0.9886004328727722,0.3141424059867859,0.8706026077270508,0.039064597338438034,0.16926909983158112,0.9445182681083679,0.8046796321868896
29,0.9763476252555847,0.02937968634068966,0.9220457077026367,0.9886401295661926,0.3204718232154846,0.9052489995956421,0.022129371762275696,0.5225913524627686,0.989867091178894,0.6395550966262817
30,0.9784279465675354,0.030483612790703773,0.924530029296875,0.9898209571838379,0.30504435300827026,0.9231117367744446,0.023262158036231995,0.6232557892799377,0.9926910400390625,0.5935693383216858
31,0.9769924283027649,0.030174821615219116,0.9215103983879089,0.9889628887176514,0.3195064663887024,0.934821605682373,0.012104936875402927,0.8790697455406189,0.9985049962997437,0.5710532069206238
32,0.9776982665061951,0.02965151146054268,0.9232712984085083,0.9882635474205017,0.3107496500015259,0.9444372653961182,0.0233516413718462,0.7549833655357361,0.9960132837295532,0.5199722051620483
33,0.9784412980079651,0.030901528894901276,0.9232712388038635,0.9891611933708191,0.3073081374168396,0.9503310918807983,0.02580626681447029,0.7509966492652893,0.9916943311691284,0.4770473837852478
34,0.9783121347427368,0.03056463785469532,0.9223918914794922,0.988322377204895,0.3071403205394745,0.9542204737663269,0.026636609807610512,0.7792358994483948,0.9900332093238831,0.4657815396785736
35,0.9778221845626831,0.030747592449188232,0.9201489090919495,0.9877559542655945,0.3113771080970764,0.96473628282547,0.010168250650167465,0.9687707424163818,0.999501645565033,0.4793465733528137
36,0.9784606695175171,0.03027787059545517,0.9245983362197876,0.9893357157707214,0.30252009630203247,0.9683135747909546,0.017532886937260628,0.9313953518867493,0.9940199255943298,0.38531824946403503
37,0.9797649383544922,0.03126370906829834,0.929239809513092,0.9898453950881958,0.2980000078678131,0.9709720611572266,0.01468301098793745,0.9534883499145508,0.9976744055747986,0.39669468998908997
38,0.9791667461395264,0.031798623502254486,0.9222970008850098,0.9878237247467041,0.2983407974243164,0.9640660285949707,0.01522286981344223,0.9332225918769836,0.9963455200195312,0.40695884823799133
39,0.9792114496231079,0.030986148864030838,0.9277646541595459,0.9895984530448914,0.30282244086265564,0.9647725224494934,0.01806231588125229,0.90980064868927,0.9877076148986816,0.37912222743034363
40,0.9799680113792419,0.03198152035474777,0.9253196716308594,0.988850474357605,0.29409778118133545,0.967448890209198,0.01559021882712841,0.9423587918281555,0.9923588037490845,0.3912951648235321
41,0.9795529842376709,0.031301625072956085,0.9265801906585693,0.9890667796134949,0.2976078391075134,0.968472421169281,0.020349206402897835,0.9044850468635559,0.9883720874786377,0.34838131070137024
42,0.9799196720123291,0.03209610655903816,0.9275369048118591,0.9893445372581482,0.2974923551082611,0.9726464748382568,0.03240735083818436,0.8584717512130737,0.9669435024261475,0.3409583866596222
43,0.9810858368873596,0.03289277106523514,0.9284821152687073,0.9879474639892578,0.2858116328716278,0.9687859416007996,0.03100443072617054,0.8415282368659973,0.9634551405906677,0.36002877354621887
44,0.9806103706359863,0.03272907808423042,0.9272666573524475,0.9889364838600159,0.29276973009109497,0.9594650268554688,0.018697457388043404,0.880398690700531,0.9722591638565063,0.3923882246017456
45,0.9812164902687073,0.033695124089717865,0.9261704683303833,0.9892418384552002,0.28479892015457153,0.9670023918151855,0.02621379680931568,0.8651162981987,0.9652823805809021,0.375410795211792
46,0.9809204936027527,0.03325802832841873,0.9285531640052795,0.9897052645683289,0.29112809896469116,0.9711371660232544,0.03227689489722252,0.8541527986526489,0.9607973694801331,0.35435062646865845
47,0.981354296207428,0.03329768776893616,0.9307140707969666,0.9894663691520691,0.28898757696151733,0.9687010645866394,0.04233362153172493,0.7802325487136841,0.934385359287262,0.3731034994125366
48,0.9810034036636353,0.032191354781389236,0.9283862709999084,0.9891118407249451,0.2872012257575989,0.9707705974578857,0.025704359635710716,0.8885381817817688,0.9754152894020081,0.342399537563324
49,0.9803436994552612,0.033000294119119644,0.9233513474464417,0.9891322255134583,0.2957722842693329,0.9673275947570801,0.03364335373044014,0.8117940425872803,0.9528239369392395,0.3959556519985199
50,0.981665313243866,0.03263899311423302,0.9307931661605835,0.9895647764205933,0.28422364592552185,0.9689905047416687,0.034413207322359085,0.830398678779602,0.9463455080986023,0.38189932703971863
51,0.9821467995643616,0.03375086560845375,0.9277607798576355,0.98956698179245,0.27805256843566895,0.9674904942512512,0.04814503341913223,0.7609634399414062,0.9209302067756653,0.41084012389183044
52,0.9816710352897644,0.0331440195441246,0.9267452359199524,0.9881246089935303,0.28357595205307007,0.9539710879325867,0.020563896745443344,0.8272425532341003,0.9501661062240601,0.4416148364543915
53,0.9820536971092224,0.034120019525289536,0.9248149394989014,0.9884846210479736,0.2827523648738861,0.9525088667869568,0.02936568111181259,0.7596345543861389,0.9136212468147278,0.46604353189468384
54,0.9820230603218079,0.03439304232597351,0.9303162097930908,0.9899161458015442,0.28460901975631714,0.9635745882987976,0.033564917743206024,0.8033222556114197,0.9395349025726318,0.40151864290237427
55,0.9823882579803467,0.034964922815561295,0.9294067025184631,0.9887370467185974,0.27748987078666687,0.9616844058036804,0.04223824292421341,0.750332236289978,0.9084717631340027,0.4605990946292877
56,0.9826676249504089,0.03511805459856987,0.932294487953186,0.9900632500648499,0.27991217374801636,0.9652820825576782,0.030689600855112076,0.8224252462387085,0.9503322243690491,0.41476476192474365
57,0.9821112155914307,0.03473592922091484,0.9267656207084656,0.9884350895881653,0.2801259756088257,0.9654347896575928,0.03127245604991913,0.8240863680839539,0.9488372206687927,0.403949499130249
58,0.9825429320335388,0.03493811935186386,0.9305469393730164,0.9891965389251709,0.28113529086112976,0.9567357301712036,0.029538480564951897,0.815448522567749,0.9250830411911011,0.46390610933303833
59,0.9825400114059448,0.034767407923936844,0.9280958771705627,0.9883565902709961,0.27736443281173706,0.9533224105834961,0.04510175809264183,0.695016622543335,0.8787375688552856,0.5654264092445374
60,0.9824684858322144,0.03477520868182182,0.9287633299827576,0.989192545413971,0.2812871038913727,0.937399685382843,0.03503980115056038,0.6712624430656433,0.8388704061508179,0.677853524684906
61,0.9828534722328186,0.03509778529405594,0.9320777058601379,0.9890194535255432,0.2794437110424042,0.9601861834526062,0.03407962620258331,0.815448522567749,0.9244186282157898,0.4595102071762085
62,0.9832331538200378,0.0353328175842762,0.9290366172790527,0.9885876178741455,0.2703188955783844,0.9460991621017456,0.03509838506579399,0.7671096324920654,0.8850498199462891,0.5824978351593018
63,0.9838412404060364,0.036760363727808,0.9305983185768127,0.989179790019989,0.2699507772922516,0.9671064615249634,0.041063111275434494,0.7981727719306946,0.9275747537612915,0.44151630997657776
64,0.9838542938232422,0.035861317068338394,0.9311224222183228,0.9896459579467773,0.2685886025428772,0.9733045697212219,0.03316846862435341,0.8722591400146484,0.959800660610199,0.35683873295783997
65,0.9832766652107239,0.03643586486577988,0.9315691590309143,0.9882405400276184,0.2755444049835205,0.9664555191993713,0.030269697308540344,0.8456810712814331,0.945016622543335,0.38565123081207275
66,0.9840532541275024,0.036992207169532776,0.9306296706199646,0.9886773824691772,0.2675330936908722,0.9671281576156616,0.030242541804909706,0.8531561493873596,0.9551495313644409,0.36973777413368225
67,0.9840506911277771,0.03715508431196213,0.934034526348114,0.9897079467773438,0.2701188325881958,0.9655028581619263,0.02842041477560997,0.8574751019477844,0.9528239369392395,0.3942779004573822
68,0.9841625690460205,0.03648722171783447,0.9322031140327454,0.9888842105865479,0.2672126591205597,0.964093029499054,0.027261553332209587,0.8584717512130737,0.9481727480888367,0.38744911551475525
