epoch,decision_output_auc,decision_output_loss,decision_output_precision,decision_output_recall,decision_output_recall_1,loss,onset_probs_c_precision,onset_probs_c_recall,onset_probs_c_recall_1,onset_probs_loss,val_decision_output_auc,val_decision_output_loss,val_decision_output_precision,val_decision_output_recall,val_decision_output_recall_1,val_loss,val_onset_probs_c_precision,val_onset_probs_c_recall,val_onset_probs_c_recall_1,val_onset_probs_loss
10,0.9798809289932251,0.17656396329402924,0.13404855132102966,0.8329813480377197,0.9638463258743286,0.1767987161874771,0.0971173644065857,0.7749297618865967,0.9627711176872253,0.23477686941623688,0.6522933840751648,0.5733842253684998,0.0,0.0,0.14165589213371277,0.5737317204475403,0.0,0.0,0.1147887334227562,0.3475956618785858
11,0.9809718728065491,0.17084892094135284,0.13727784156799316,0.8369918465614319,0.9643236994743347,0.17107932269573212,0.1001274585723877,0.7754000425338745,0.9613524079322815,0.23036199808120728,0.6780441999435425,0.5683284997940063,0.0,0.0,0.13734368979930878,0.568662703037262,0.0,0.0,0.13978873193264008,0.33427461981773376
12,0.9816861152648926,0.16415399312973022,0.1383480578660965,0.8400123715400696,0.9636939167976379,0.16437745094299316,0.09745892137289047,0.7832231521606445,0.9620004296302795,0.2234102040529251,0.5973607301712036,0.5995901823043823,0.0,0.0,0.12332902103662491,0.5999367237091064,0.0,0.0,0.09665492922067642,0.3465617001056671
13,0.9821850657463074,0.16705173254013062,0.14159159362316132,0.8466827869415283,0.9659425020217896,0.16728001832962036,0.10235287249088287,0.7924695014953613,0.9641244411468506,0.2283240705728531,0.6396376490592957,0.5969683527946472,0.0,0.0,0.08451919257640839,0.5973116755485535,0.0,0.0,0.039964787662029266,0.3433398902416229
14,0.9822738170623779,0.16363951563835144,0.1426307111978531,0.8428732752799988,0.9652887582778931,0.1638658344745636,0.10176759958267212,0.7878028154373169,0.9617428779602051,0.22633875906467438,0.6332011818885803,0.6643239855766296,0.0,0.0,0.07611039280891418,0.6646712422370911,0.0,0.0,0.06707746535539627,0.3472175896167755
15,0.9835004806518555,0.15837611258029938,0.14519241452217102,0.8494498133659363,0.965791642665863,0.15859784185886383,0.10545410215854645,0.7894578576087952,0.9619626402854919,0.221750870347023,0.6031104326248169,0.7113661170005798,0.0,0.0,0.03255713731050491,0.7117154002189636,0.0,0.0,0.07746478915214539,0.3493175208568573
16,0.9833284616470337,0.15830673277378082,0.1477004885673523,0.8501903414726257,0.9660443663597107,0.1585274338722229,0.10976109653711319,0.7883482575416565,0.9619348049163818,0.22067464888095856,0.6366919279098511,0.6306182146072388,0.0,0.0,0.05778352916240692,0.63096022605896,0.0,0.0,0.11091548949480057,0.3420233428478241
17,0.9842605590820312,0.1548692137002945,0.14860627055168152,0.8540043234825134,0.9669697880744934,0.15508708357810974,0.10693191736936569,0.7974092960357666,0.9638412594795227,0.21779118478298187,0.6340844631195068,0.7269449830055237,0.0,0.0,0.010996119119226933,0.7273021936416626,0.0,0.0,0.013028169050812721,0.3571920394897461
18,0.9841532707214355,0.15579743683338165,0.15032021701335907,0.8553218841552734,0.967232882976532,0.1560169756412506,0.10879546403884888,0.7944138646125793,0.9618171453475952,0.2195180058479309,0.6530755162239075,0.7457771301269531,0.0,0.0,0.01207416970282793,0.7461398839950562,0.0,0.0,0.06355633586645126,0.36266306042671204
19,0.9848806262016296,0.15095865726470947,0.15379181504249573,0.8565894961357117,0.9671811461448669,0.15117333829402924,0.1169607937335968,0.790597677230835,0.9602758288383484,0.21463356912136078,0.6287959814071655,0.7887201905250549,0.0,0.0,0.006683915387839079,0.7890996336936951,0.0,0.0,0.00510563375428319,0.3794384002685547
20,0.9851619601249695,0.15023668110370636,0.1536700427532196,0.8592033982276917,0.9688087105751038,0.15045474469661713,0.11222660541534424,0.8004329800605774,0.9619468450546265,0.21806591749191284,0.68544602394104,0.7183459401130676,0.0,0.0,0.025442000478506088,0.718706488609314,0.0,0.0,0.03626760467886925,0.36053842306137085
21,0.98504638671875,0.15110036730766296,0.15409468114376068,0.8608821034431458,0.9687657952308655,0.15131880342960358,0.11410683393478394,0.7998524904251099,0.9645577073097229,0.21839526295661926,0.7326685190200806,0.6794279217720032,0.11764705926179886,0.00043122036731801927,0.07244502007961273,0.6797844171524048,0.1666666716337204,0.00017605633183848113,0.04471831023693085,0.35644662380218506
22,0.9855222105979919,0.14827746152877808,0.15891630947589874,0.8629920482635498,0.9679340124130249,0.14849506318569183,0.11506802588701248,0.8078309893608093,0.9650653600692749,0.21752877533435822,0.7264568209648132,0.800908088684082,0.23076923191547394,0.0006468305364251137,0.0379473902285099,0.8012723326683044,0.5,0.00017605633183848113,0.048063378781080246,0.3643060028553009
23,0.9860298037528992,0.1460057944059372,0.16031689941883087,0.8644508719444275,0.9686331152915955,0.1462184339761734,0.12050961703062057,0.8011325001716614,0.9645103216171265,0.21260058879852295,0.7530574202537537,0.7139101028442383,0.37142857909202576,0.0028029324021190405,0.08581285178661346,0.7142654657363892,0.3636363744735718,0.001408450654707849,0.09911971539258957,0.3553028702735901
24,0.9862790703773499,0.14390681684017181,0.1630651205778122,0.8655186295509338,0.9683617353439331,0.14411906898021698,0.12231598794460297,0.8043378591537476,0.9637365937232971,0.2122417837381363,0.8132675290107727,0.6627466678619385,0.5652173757553101,0.0028029324021190405,0.10392410308122635,0.6630986332893372,0.42307692766189575,0.001936619752086699,0.11919014155864716,0.35201913118362427
25,0.9864513278007507,0.14286814630031586,0.16203908622264862,0.8644473552703857,0.9687395691871643,0.14308053255081177,0.12171290814876556,0.804489254951477,0.9645312428474426,0.21243470907211304,0.7333267331123352,0.7652886509895325,0.35483869910240173,0.002371711889281869,0.061448901891708374,0.7656735181808472,0.4117647111415863,0.0012323943665251136,0.056161973625421524,0.38478392362594604
26,0.9861537218093872,0.14476409554481506,0.1622449904680252,0.8653630614280701,0.9696395397186279,0.14497625827789307,0.1208048164844513,0.8064703345298767,0.9626204371452332,0.2121896594762802,0.8017719984054565,0.6305938959121704,0.14557823538780212,0.023070288822054863,0.2067701667547226,0.6309422850608826,0.4273504316806793,0.008802817203104496,0.17975352704524994,0.3484037220478058
27,0.9865717887878418,0.142451211810112,0.16464242339134216,0.865426778793335,0.9691224694252014,0.14266079664230347,0.1222698986530304,0.8075690865516663,0.9641451835632324,0.20951473712921143,0.7859139442443848,0.6174598932266235,0.11075182259082794,0.029538594186306,0.22703751921653748,0.6177929043769836,0.2606232166290283,0.01619718223810196,0.2399647831916809,0.3330956697463989
28,0.9863511919975281,0.1444602608680725,0.16384576261043549,0.8658822774887085,0.9695011377334595,0.14467385411262512,0.12218521535396576,0.8058549761772156,0.962961733341217,0.21356433629989624,0.7583404183387756,0.7391989827156067,0.29280397295951843,0.025442000478506088,0.1623544692993164,0.7395451068878174,0.36917561292648315,0.018133802339434624,0.20492957532405853,0.3461487591266632
29,0.9871019721031189,0.14086464047431946,0.1648748815059662,0.8708997368812561,0.9714281558990479,0.14107485115528107,0.11954919248819351,0.816229522228241,0.9662187695503235,0.21018248796463013,0.8583579063415527,0.5362917184829712,0.5057231783866882,0.10478654503822327,0.3652436435222626,0.5366126894950867,0.4088176488876343,0.07183098793029785,0.38573944568634033,0.32108303904533386
30,0.9868936538696289,0.14125347137451172,0.1644013375043869,0.8709922432899475,0.9695892333984375,0.14146265387535095,0.11987147480249405,0.8144111633300781,0.9629595875740051,0.2091759592294693,0.8502470850944519,0.5956739187240601,0.4799528419971466,0.08775334060192108,0.31479084491729736,0.596001386642456,0.47031962871551514,0.05440140888094902,0.3160211145877838,0.32737401127815247
31,0.987713634967804,0.13700388371944427,0.17069445550441742,0.8748737573623657,0.9708093404769897,0.13721226155757904,0.13084952533245087,0.8130201697349548,0.9634239077568054,0.20837543904781342,0.8236380815505981,0.6539964079856873,0.4550172984600067,0.056705474853515625,0.24493315815925598,0.6543511748313904,0.39402174949645996,0.02552816830575466,0.21338027715682983,0.3546803593635559
32,0.9872626066207886,0.13942275941371918,0.16571898758411407,0.8707624077796936,0.970558226108551,0.13963189721107483,0.12808193266391754,0.8054916262626648,0.9615882039070129,0.20916427671909332,0.8850108981132507,0.4512695074081421,0.44928956031799316,0.19771453738212585,0.47930142283439636,0.45156094431877136,0.379928320646286,0.11197183281183243,0.43186619877815247,0.2914377450942993
33,0.9873104095458984,0.1391560137271881,0.16755439341068268,0.8709250092506409,0.9709294438362122,0.13936589658260345,0.12412794679403305,0.8103455901145935,0.9647922515869141,0.20991255342960358,0.9292699694633484,0.2859107553958893,0.30983996391296387,0.3924105167388916,0.7347995042800903,0.28615033626556396,0.3022281527519226,0.27940142154693604,0.7149648070335388,0.239560067653656
34,0.9871860146522522,0.13996830582618713,0.16456736624240875,0.8691531419754028,0.9714619517326355,0.14017707109451294,0.12257775664329529,0.8074154853820801,0.9639701247215271,0.2087569534778595,0.8711333274841309,0.419210821390152,0.32998916506767273,0.2623975872993469,0.5385942459106445,0.4194906949996948,0.2782817482948303,0.18362675607204437,0.529401421546936,0.27991482615470886
35,0.9880282282829285,0.13323910534381866,0.1741384118795395,0.8736748695373535,0.9713701605796814,0.13344578444957733,0.1280025690793991,0.8118492364883423,0.9646759033203125,0.20670409500598907,0.9137976765632629,0.3055460751056671,0.2783661186695099,0.3967227339744568,0.7121604084968567,0.3057853579521179,0.27610480785369873,0.24859154224395752,0.6660211086273193,0.23932328820228577
36,0.987843930721283,0.13584965467453003,0.16877096891403198,0.8724146485328674,0.9721470475196838,0.1360580325126648,0.12461209297180176,0.8110511898994446,0.9656051397323608,0.20835529267787933,0.9426156282424927,0.21843700110912323,0.18858662247657776,0.5963777303695679,0.8505821228027344,0.21864701807498932,0.19060832262039185,0.4716549217700958,0.8142605423927307,0.21001650393009186
37,0.988269567489624,0.13464049994945526,0.17276732623577118,0.8768982291221619,0.971942126750946,0.13484854996204376,0.12689632177352905,0.817337691783905,0.9665966033935547,0.20805279910564423,0.9484179615974426,0.21036680042743683,0.16629332304000854,0.6082363128662109,0.8880982995033264,0.21057510375976562,0.18343815207481384,0.43133804202079773,0.8487675786018372,0.20830625295639038
38,0.9885026812553406,0.1325940638780594,0.17202812433242798,0.8747337460517883,0.9717384576797485,0.13279879093170166,0.12732884287834167,0.8160513043403625,0.9645866751670837,0.20473641157150269,0.9200726747512817,0.27432671189308167,0.21782465279102325,0.4853385090827942,0.7524794936180115,0.27455654740333557,0.19127848744392395,0.3397887349128723,0.6915493011474609,0.22982941567897797
39,0.9878973364830017,0.13606247305870056,0.17114534974098206,0.8730792999267578,0.9718019962310791,0.1362709254026413,0.12958641350269318,0.8089580535888672,0.9638808965682983,0.20845375955104828,0.9475618600845337,0.20428109169006348,0.159101665019989,0.6522207856178284,0.8676153421401978,0.20448826253414154,0.13659875094890594,0.534683108329773,0.8510563373565674,0.2071680724620819
40,0.988294243812561,0.13423827290534973,0.1734180450439453,0.8777399659156799,0.9722822308540344,0.13444611430168152,0.1318894326686859,0.8150511980056763,0.9637589454650879,0.20779180526733398,0.9786773324012756,0.16471222043037415,0.08147604018449783,0.8607158064842224,0.9801638722419739,0.16490378975868225,0.08988787233829498,0.7551056146621704,0.9741197228431702,0.19157415628433228
41,0.9885866641998291,0.1313900202512741,0.1756168156862259,0.8779649138450623,0.971922755241394,0.1315954476594925,0.13186129927635193,0.8113148808479309,0.9628946781158447,0.20546062290668488,0.9676789045333862,0.17095084488391876,0.104259192943573,0.7895644903182983,0.9508408904075623,0.17114868760108948,0.1047903373837471,0.6612675786018372,0.939964771270752,0.1978357881307602
42,0.988783597946167,0.13093218207359314,0.17401273548603058,0.8771972060203552,0.9731218218803406,0.13113629817962646,0.13479705154895782,0.814632773399353,0.9652665853500366,0.2040543109178543,0.9792746901512146,0.16827602684497833,0.08385524153709412,0.8602846264839172,0.982751190662384,0.16847681999206543,0.09142126142978668,0.7170774936676025,0.9698943495750427,0.20079255104064941
43,0.9887182116508484,0.13013382256031036,0.1779017299413681,0.8804996609687805,0.9725879430770874,0.13033758103847504,0.13420410454273224,0.820422351360321,0.964897632598877,0.2037501484155655,0.9840375185012817,0.15533456206321716,0.08527682721614838,0.8790426850318909,0.9896507263183594,0.15552517771720886,0.0900077223777771,0.7383802533149719,0.9723591804504395,0.19059495627880096
44,0.9882516264915466,0.1337031126022339,0.17509238421916962,0.8773144483566284,0.9718102812767029,0.13391169905662537,0.1296771764755249,0.8159375786781311,0.9637525081634521,0.20856674015522003,0.9820961952209473,0.169486865401268,0.06962354481220245,0.8952134251594543,0.9883570671081543,0.16968922317028046,0.06911801546812057,0.7786971926689148,0.9751760363578796,0.2023303061723709
45,0.9890034794807434,0.1282893717288971,0.17785875499248505,0.8810315728187561,0.9728655219078064,0.12849262356758118,0.13218015432357788,0.8226090669631958,0.9656078815460205,0.20325921475887299,0.9871537089347839,0.13796450197696686,0.09453319013118744,0.8880982995033264,0.9918068051338196,0.13815124332904816,0.07632674276828766,0.7522887587547302,0.9771126508712769,0.1867542266845703
46,0.9888078570365906,0.130762979388237,0.17871005833148956,0.8810747265815735,0.9728348851203918,0.13096961379051208,0.13325494527816772,0.8204383850097656,0.9644038677215576,0.20664039254188538,0.9860746264457703,0.12892486155033112,0.10932010412216187,0.8788270950317383,0.9801638722419739,0.1291026622056961,0.096745066344738,0.7734155058860779,0.9626760482788086,0.1778203696012497
47,0.9890981316566467,0.12834841012954712,0.17707523703575134,0.8811528086662292,0.9732281565666199,0.12855088710784912,0.12923206388950348,0.8215910196304321,0.9659992456436157,0.2025054395198822,0.9902258515357971,0.1058412715792656,0.17429915070533752,0.8633031249046326,0.9823199510574341,0.10600640624761581,0.13324680924415588,0.7772887349128723,0.9714788794517517,0.1651311218738556
48,0.9896222352981567,0.12530606985092163,0.1822851300239563,0.8852424621582031,0.9729822874069214,0.12550505995750427,0.1364261656999588,0.82475745677948,0.9658414721488953,0.19901584088802338,0.9871968626976013,0.12162091583013535,0.11095801740884781,0.8855109810829163,0.9769297242164612,0.12179241329431534,0.08977261185646057,0.7889084219932556,0.9579225182533264,0.17149898409843445
49,0.9891807436943054,0.1301916092634201,0.17713627219200134,0.8832261562347412,0.9742019772529602,0.13039720058441162,0.1346355527639389,0.8201947212219238,0.9655306935310364,0.20551949739456177,0.9842358827590942,0.12070917338132858,0.13186633586883545,0.8669685125350952,0.9598965048789978,0.12088346481323242,0.10130088031291962,0.7663732171058655,0.9323943853378296,0.17431002855300903
50,0.9891166090965271,0.1294831931591034,0.1809518039226532,0.8839700222015381,0.9738866686820984,0.12968799471855164,0.1338823139667511,0.8247724771499634,0.9667454957962036,0.2047918140888214,0.9922274351119995,0.09749778360128403,0.1544664055109024,0.8962914943695068,0.9870634078979492,0.09765969216823578,0.11558140069246292,0.815316915512085,0.9790493249893188,0.16190384328365326
51,0.9895793795585632,0.12608887255191803,0.18167594075202942,0.883303701877594,0.9734130501747131,0.12628844380378723,0.13916364312171936,0.8193770051002502,0.9634873270988464,0.19958139955997467,0.9910656213760376,0.10418909043073654,0.13512460887432098,0.8978008031845093,0.9855540990829468,0.10435403138399124,0.1063726544380188,0.8102112412452698,0.9753521084785461,0.16494110226631165
52,0.9897496104240417,0.1241564080119133,0.1803983896970749,0.8828240633010864,0.9745694398880005,0.12435713410377502,0.13312244415283203,0.8237553238868713,0.964830219745636,0.2008214294910431,0.9922930002212524,0.09241490811109543,0.14993923902511597,0.9044846892356873,0.9844760894775391,0.09257248044013977,0.11282883584499359,0.8441901206970215,0.9762324094772339,0.1575644612312317
53,0.9897611737251282,0.12459179013967514,0.18373410403728485,0.8861236572265625,0.9743202328681946,0.12479517608880997,0.13641589879989624,0.8264120817184448,0.9655856490135193,0.2033705860376358,0.9919262528419495,0.09511325508356094,0.14269192516803741,0.9044846892356873,0.9821043610572815,0.09527041763067245,0.10386091470718384,0.8434858918190002,0.9739436507225037,0.15716685354709625
54,0.9896371364593506,0.12719056010246277,0.18145708739757538,0.8835844993591309,0.9748227000236511,0.1273941546678543,0.1366458386182785,0.819574773311615,0.9667068719863892,0.20358188450336456,0.9927430152893066,0.08798401057720184,0.15628905594348907,0.9167744517326355,0.9816731214523315,0.08813789486885071,0.11522535979747772,0.8524647951126099,0.9748239517211914,0.15388840436935425
55,0.9899813532829285,0.1243843138217926,0.183322474360466,0.8870996236801147,0.9749718904495239,0.12458514422178268,0.14025406539440155,0.823342502117157,0.9664548635482788,0.20084792375564575,0.9926891326904297,0.08548153191804886,0.1729273796081543,0.9062095880508423,0.9782233834266663,0.08563348650932312,0.12084966897964478,0.8573943376541138,0.9735915660858154,0.15195640921592712
56,0.9900074005126953,0.1238664835691452,0.18655574321746826,0.8879159092903137,0.9739529490470886,0.1240646094083786,0.1474848985671997,0.8202909231185913,0.9629994034767151,0.1981143057346344,0.9933306574821472,0.0849541649222374,0.15136265754699707,0.9208710789680481,0.9829667806625366,0.08510550856590271,0.1041853129863739,0.8813380002975464,0.9753521084785461,0.15133829414844513
57,0.9898737072944641,0.12416092306375504,0.1840181052684784,0.8866493701934814,0.9742879271507263,0.1243622899055481,0.1371469497680664,0.8260548710823059,0.9662836790084839,0.2013724148273468,0.9929587244987488,0.08417487144470215,0.1713346391916275,0.9100905656814575,0.9805951118469238,0.08432495594024658,0.12063147872686386,0.8623239398002625,0.972183108329773,0.15008658170700073
58,0.9901881217956543,0.12071714550256729,0.18615099787712097,0.8873537182807922,0.9754369854927063,0.12091473489999771,0.13931941986083984,0.823511004447937,0.9658389687538147,0.19759531319141388,0.9927573800086975,0.08147397637367249,0.2168045938014984,0.8868046402931213,0.9678741097450256,0.08162190020084381,0.13270699977874756,0.8529929518699646,0.966549277305603,0.14792105555534363
59,0.9898655414581299,0.12501578032970428,0.1852756291627884,0.8865594863891602,0.9752286672592163,0.12521865963935852,0.13812145590782166,0.8257612586021423,0.9669744968414307,0.2028714269399643,0.9935592412948608,0.08277630060911179,0.18308813869953156,0.9042690992355347,0.9818887710571289,0.08292659372091293,0.12908031046390533,0.8542253375053406,0.9720070362091064,0.15029136836528778
60,0.9900414347648621,0.12357480823993683,0.18554693460464478,0.8875440955162048,0.9751119613647461,0.12377507239580154,0.13589733839035034,0.8271591067314148,0.9666761159896851,0.20025797188282013,0.9933364391326904,0.08515184372663498,0.15178921818733215,0.9191461801528931,0.9833980202674866,0.08530552685260773,0.09776255488395691,0.8892605900764465,0.9795774817466736,0.15368309617042542
61,0.990088164806366,0.12220988422632217,0.18538621068000793,0.8876041173934937,0.9750314354896545,0.12240999191999435,0.1350577026605606,0.8289110064506531,0.9678589701652527,0.20011311769485474,0.9922981262207031,0.09156026691198349,0.20401659607887268,0.8695558309555054,0.9767140746116638,0.09171909838914871,0.11011155694723129,0.8167253732681274,0.9746478796005249,0.15882383286952972
62,0.989960789680481,0.1237676590681076,0.1881628930568695,0.8864790201187134,0.9740061163902283,0.12396849691867828,0.13426056504249573,0.8270044326782227,0.9672170281410217,0.20084044337272644,0.9935938119888306,0.08332160115242004,0.16195225715637207,0.9172056913375854,0.9818887710571289,0.08347754180431366,0.09392275661230087,0.8823943734169006,0.9792253375053406,0.15593688189983368
63,0.9902967810630798,0.12070345878601074,0.1862964630126953,0.8894829154014587,0.9750060439109802,0.12090101093053818,0.13550987839698792,0.8253915309906006,0.9661906957626343,0.19754096865653992,0.9938510060310364,0.08091258257627487,0.1712598353624344,0.9191461801528931,0.9846916794776917,0.08106391876935959,0.11491893231868744,0.8672535419464111,0.9739436507225037,0.15133708715438843
64,0.9900863170623779,0.1225932240486145,0.18642331659793854,0.887682318687439,0.9740034341812134,0.12279308587312698,0.13854146003723145,0.8245627880096436,0.9644103050231934,0.19990593194961548,0.9929234385490417,0.08937153965234756,0.14366570115089417,0.9139715433120728,0.9842604398727417,0.08952660113573074,0.09198901057243347,0.872535228729248,0.9741197228431702,0.15505295991897583
65,0.9904699921607971,0.11858552694320679,0.1893278807401657,0.8896355032920837,0.9744819402694702,0.11878028512001038,0.14245720207691193,0.8233044743537903,0.9641783237457275,0.19476686418056488,0.9929019212722778,0.0845879390835762,0.16057869791984558,0.9165588617324829,0.9801638722419739,0.08473600447177887,0.11794575303792953,0.8628520965576172,0.9698943495750427,0.14806607365608215
66,0.9902719259262085,0.12002402544021606,0.19115228950977325,0.8881558775901794,0.9740362167358398,0.12021961063146591,0.1457061469554901,0.8241676092147827,0.964164137840271,0.19556914269924164,0.9936812520027161,0.08006665855646133,0.2057063728570938,0.8969383239746094,0.9782233834266663,0.08021664619445801,0.13350683450698853,0.8489436507225037,0.9632042050361633,0.14999833703041077
67,0.9903804063796997,0.1191924437880516,0.18902873992919922,0.8858488202095032,0.9744643568992615,0.11938630044460297,0.14513574540615082,0.8212841749191284,0.9616319537162781,0.19386503100395203,0.9932408928871155,0.08401444554328918,0.1906091272830963,0.8980163931846619,0.9782233834266663,0.08416856825351715,0.1103350967168808,0.8538732528686523,0.9713028073310852,0.15412254631519318
68,0.9903321862220764,0.11988799273967743,0.189387708902359,0.8889257311820984,0.9752967357635498,0.12008323520421982,0.144981250166893,0.822062075138092,0.9627892374992371,0.19524870812892914,0.9934653639793396,0.08116142451763153,0.23390081524848938,0.8857266306877136,0.9732643365859985,0.0813068374991417,0.15326683223247528,0.8169013857841492,0.9603873491287231,0.14540113508701324
69,0.9906917214393616,0.11796490103006363,0.19086170196533203,0.8907849788665771,0.9757769703865051,0.11815950274467468,0.1397889405488968,0.8310626745223999,0.9680267572402954,0.19463011622428894,0.9903748035430908,0.08927786350250244,0.2576303780078888,0.86265629529953,0.9534282088279724,0.0894237831234932,0.14931105077266693,0.8146126866340637,0.9431338310241699,0.14592374861240387
70,0.9906490445137024,0.11815869808197021,0.19252045452594757,0.8885480761528015,0.9748802185058594,0.1183522641658783,0.14707620441913605,0.8221963047981262,0.9627415537834167,0.19354280829429626,0.9942387342453003,0.07773304730653763,0.20346111059188843,0.9075032472610474,0.9767140746116638,0.07787661254405975,0.1284729540348053,0.8661971688270569,0.9684858918190002,0.14356708526611328
71,0.9907022714614868,0.1199711263179779,0.18963754177093506,0.8911768198013306,0.9766523241996765,0.12016791850328445,0.14353951811790466,0.8274711966514587,0.9650854468345642,0.1968008428812027,0.9935502409934998,0.07983309775590897,0.23688457906246185,0.8859422206878662,0.964208722114563,0.07997538149356842,0.14661277830600739,0.8492957949638367,0.9559859037399292,0.14229072630405426
72,0.9909228086471558,0.11666847765445709,0.19355781376361847,0.8920350670814514,0.9758463501930237,0.11685977876186371,0.14278006553649902,0.8291730284690857,0.9661456346511841,0.19125166535377502,0.9936618804931641,0.0789986327290535,0.23125141859054565,0.8829236626625061,0.9661492109298706,0.07914643734693527,0.12164264917373657,0.8531690239906311,0.9570422768592834,0.14781318604946136
73,0.990679919719696,0.1193137913942337,0.19342274963855743,0.8898040056228638,0.9760961532592773,0.1195121482014656,0.14270827174186707,0.8252398371696472,0.9667086005210876,0.19837629795074463,0.9935494661331177,0.0792699009180069,0.182087242603302,0.9152652025222778,0.9760672450065613,0.07941662520170212,0.12413862347602844,0.8753520846366882,0.966901421546936,0.14672058820724487
74,0.9908275008201599,0.11921700090169907,0.19151729345321655,0.8919715285301208,0.9756317734718323,0.11941297352313995,0.1503276377916336,0.8227685689926147,0.9655646085739136,0.19595377147197723,0.9925801753997803,0.08164828270673752,0.2420397251844406,0.8801207542419434,0.9596809148788452,0.08179172873497009,0.15175889432430267,0.8536971807479858,0.9566901326179504,0.14343704283237457
75,0.9905167818069458,0.12010710686445236,0.18989309668540955,0.891386866569519,0.9754419326782227,0.1203027293086052,0.1443929374217987,0.825595498085022,0.9646501541137695,0.19565610587596893,0.9928399324417114,0.08095157146453857,0.25315746665000916,0.8773177862167358,0.9594652652740479,0.08109588176012039,0.16341762244701385,0.8441901206970215,0.9529929757118225,0.14431482553482056
