epoch,c_auc,c_precision,c_recall,c_recall_1,loss,val_c_auc,val_c_precision,val_c_recall,val_c_recall_1,val_loss
0,0.991694450378418,0.18197913467884064,0.8850531578063965,0.9688882827758789,0.09483297169208527,0.9980279207229614,0.2349853813648224,0.957707405090332,0.9910189509391785,0.04599102959036827
1,0.9924189448356628,0.19227609038352966,0.8877608180046082,0.9716724157333374,0.09295660257339478,0.9978559613227844,0.20475295186042786,0.9595035910606384,0.9919986724853516,0.04992712289094925
2,0.9931507110595703,0.19982142746448517,0.8924359083175659,0.9725810289382935,0.08783652633428574,0.9979984760284424,0.23485517501831055,0.9559111595153809,0.9913455247879028,0.046022024005651474
3,0.9931716322898865,0.20130419731140137,0.8925933837890625,0.9726340770721436,0.08599255979061127,0.9978603720664978,0.23708033561706543,0.9536250829696655,0.9895493388175964,0.046434491872787476
4,0.993405282497406,0.20328974723815918,0.8959097862243652,0.9725689888000488,0.085333913564682,0.9977492690086365,0.2338123768568039,0.9564010500907898,0.9892227053642273,0.04590461403131485
5,0.9934677481651306,0.20075580477714539,0.8906097412109375,0.9736505746841431,0.08581729233264923,0.9977789521217346,0.2345164716243744,0.9559111595153809,0.9893860220909119,0.04604190215468407
6,0.9935914874076843,0.2076282799243927,0.8947826027870178,0.9737606048583984,0.08575627207756042,0.9979968070983887,0.2706347405910492,0.9503592252731323,0.9882429838180542,0.042678553611040115
7,0.993655800819397,0.20287376642227173,0.8957391977310181,0.9743650555610657,0.08540865033864975,0.9968680739402771,0.23564428091049194,0.9501959681510925,0.986446738243103,0.04776264727115631
8,0.9936702847480774,0.20894674956798553,0.8969711661338806,0.9738587141036987,0.08371483534574509,0.9976752996444702,0.2370942384004593,0.957707405090332,0.9898759126663208,0.04551658779382706
9,0.9941614270210266,0.21004579961299896,0.8974776864051819,0.9744933247566223,0.0806022435426712,0.9977656602859497,0.23035869002342224,0.9585238695144653,0.9892227053642273,0.044488079845905304
10,0.9938531517982483,0.2106376588344574,0.9007129073143005,0.9743604063987732,0.08303598314523697,0.997819721698761,0.25564929842948914,0.9550946950912476,0.9887328743934631,0.043156202882528305
11,0.9935631155967712,0.20589835941791534,0.8955342173576355,0.9736076593399048,0.08421095460653305,0.9980822801589966,0.25831338763237,0.9513390064239502,0.9893860220909119,0.04322856664657593
